from	target_from
chr9:5357966-5437937	PLGRKT
chr9:5608437-5609445	.
chr9:5626959-5627541	.
chr9:5628287-5629368	.
chr9:5629118-5776556	RIC1
chr9:571039-571859	.
chr9:5784571-5833081	ERMP1
chr9:5784717-5785325	.
chr9:5799161-5800020	.
chr9:5800707-5801207	.
chr9:5831635-5832135	.
chr9:5832412-5833375	.
chr9:589607-590107	.
chr9:5919007-6008003	KIAA2026
chr9:5988176-5988676	.
chr9:6006779-6007369	.
chr9:6007548-6008839	.
chr9:6011018-6015640	RANBP6
chr9:6054439-6054939	.
chr9:6080159-6080765	.
chr9:6106982-6107482	.
chr9:6215785-6257983	IL33
chr9:6226577-6227198	.
chr9:6234001-6234501	.
chr9:6272062-6272860	.
chr9:6305884-6306384	.
chr9:6412216-6413775	.
chr9:6413150-6507051	UHRF2
chr9:6414106-6414606	.
chr9:6552035-6553000	.
chr9:6557821-6558321	.
chr9:6654594-6655180	.
chr9:6680602-6682170	.
chr9:6686324-6686824	.
chr9:6703428-6704794	.
chr9:6715743-6716735	.
chr9:6757640-7175648	KDM4C
chr9:686250-686750	.
chr9:693087-694499	.
chr9:7007084-7007584	.
chr9:706504-707360	.
chr9:70856860-70914951	CBWD3
chr9:70970079-70972782	PGM5-AS1
chr9:70971814-71145977	PGM5
chr9:71394652-71395626	.
chr9:71394921-71398795	FAM122A
chr9:7147067-7147567	.
chr9:71631284-71631784	.
chr9:71650228-71652187	.
chr9:71650478-71693993	FXN
chr9:71656993-71657493	.
chr9:71659208-71660214	.
chr9:71669052-71669552	.
chr9:71693205-71694088	.
chr9:71700329-71701105	.
chr9:71730464-71730964	.
chr9:71757313-71757813	.
chr9:71764371-71764871	.
chr9:71767137-71767637	.
chr9:71788556-71790418	.
chr9:71788970-71870124	TJP2
chr9:71795464-71796078	.
chr9:71796908-71797569	.
chr9:71801276-71802239	.
chr9:71807992-71808710	.
chr9:71813266-71814368	.
chr9:71814942-71815442	.
chr9:71819235-71820762	.
chr9:71826536-71827228	.
chr9:71830672-71831311	.
chr9:71911065-71911565	.
chr9:71939388-71940359	.
chr9:71944240-72007390	FAM189A2
chr9:71954749-71955595	.
chr9:71962359-71962859	.
chr9:71988753-71989399	.
chr9:71991240-71991894	.
chr9:72027517-72028278	.
chr9:72037034-72037534	.
chr9:72042448-72287275	APBA1
chr9:72080147-72080866	.
chr9:72195398-72196002	.
chr9:72324437-72374876	PTAR1
chr9:72374036-72375567	.
chr9:72586757-72587257	.
chr9:72594879-72596538	.
chr9:72611546-72612497	.
chr9:72636020-72636640	.
chr9:72658496-72841888	MAMDC2
chr9:72659323-72659981	.
chr9:72664028-72665133	.
chr9:72691475-72691975	.
chr9:72695336-72695988	.
chr9:72775994-72776827	.
chr9:72842963-72844968	.
chr9:72871074-72871665	.
chr9:72872792-72874548	.
chr9:72873877-72969789	SMC5
chr9:72899949-72900669	.
chr9:72998024-72998662	.
chr9:72999512-73029573	KLF9
chr9:73018404-73019028	.
chr9:73021137-73022656	.
chr9:73026788-73028162	.
chr9:73033181-73036142	.
chr9:73036498-73036998	.
chr9:73050821-73051321	.
chr9:73053388-73053978	.
chr9:73070659-73071337	.
chr9:73071402-73071902	.
chr9:73084803-73085879	.
chr9:73093836-73094336	.
chr9:73094925-73096093	.
chr9:73096476-73096976	.
chr9:73099393-73099893	.
chr9:73100234-73100734	.
chr9:73103330-73104270	.
chr9:73121119-73121619	.
chr9:73215159-73217212	.
chr9:73286905-73287775	.
chr9:73420530-73421283	.
chr9:734717-735503	.
chr9:73539095-73540273	.
chr9:74298281-74383800	TMEM2
chr9:74430999-74431499	.
chr9:744656-746267	.
chr9:74477367-74526161	ABHD17B
chr9:74525134-74527182	.
chr9:74526422-74588371	C9orf85
chr9:74886436-74887234	.
chr9:74920351-74958126	LINC01504
chr9:74929580-74931306	.
chr9:74966340-74980163	ZFAND5
chr9:74973157-74973657	.
chr9:74976887-74977387	.
chr9:74977489-74977989	.
chr9:74978844-74979344	.
chr9:74979590-74981242	.
chr9:75042936-75043436	.
chr9:7509341-7510092	.
chr9:75169023-75169646	.
chr9:75172154-75172919	.
chr9:75191878-75193648	.
chr9:75194045-75194545	.
chr9:75196433-75196933	.
chr9:75207344-75208100	.
chr9:75441769-75442764	.
chr9:75486455-75487224	.
chr9:75486644-75489025	LINC01474
chr9:75487682-75488182	.
chr9:75515577-75568233	ALDH1A1
chr9:75527832-75528436	.
chr9:75563414-75563914	.
chr9:75563951-75564451	.
chr9:75565822-75566322	.
chr9:75566553-75567450	.
chr9:75567786-75568483	.
chr9:75569312-75569940	.
chr9:75570462-75570962	.
chr9:75626198-75626698	.
chr9:75653357-75654616	.
chr9:75711757-75712257	.
chr9:75746969-75747638	.
chr9:75747766-75748494	.
chr9:75748745-75749245	.
chr9:75766646-75785310	ANXA1
chr9:7656588-7657088	.
chr9:77561498-77567802	C9orf40
chr9:77567880-77612296	C9orf41-AS1
chr9:77595709-77643346	CARNMT1
chr9:77616875-77617511	.
chr9:77676115-77703133	NMRK1
chr9:77701880-77703647	.
chr9:77703397-77762114	OSTF1
chr9:77763170-77764012	.
chr9:77783619-77784596	.
chr9:77880336-77880836	.
chr9:7796490-7799806	TMEM261
chr9:77984997-77985679	.
chr9:78036616-78037116	.
chr9:78114654-78115281	.
chr9:78227648-78228148	.
chr9:78281717-78282217	.
chr9:78283277-78283777	.
chr9:78283892-78284526	.
chr9:78402818-78403687	.
chr9:78416591-78417487	.
chr9:78496653-78497366	.
chr9:78505559-78810805	PCSK5
chr9:78522186-78522686	.
chr9:78611929-78612624	.
chr9:78707209-78707898	.
chr9:78715883-78716818	.
chr9:78718966-78719466	.
chr9:78722288-78722788	.
chr9:78723797-78724441	.
chr9:78724889-78725605	.
chr9:78728998-78729725	.
chr9:78750604-78751322	.
chr9:78751870-78752370	.
chr9:78776340-78776840	.
chr9:78776865-78778387	.
chr9:78838104-78839245	.
chr9:78847807-78848529	.
chr9:78884597-78885585	.
chr9:78903920-78904420	.
chr9:78907116-78907616	.
chr9:78912402-78913296	.
chr9:78913402-78914139	.
chr9:78968346-78968929	.
chr9:78984432-78984932	.
chr9:78987981-78989257	.
chr9:79000432-79009444	RFK
chr9:79008373-79010195	.
chr9:79018156-79019415	.
chr9:79074647-79075147	.
chr9:79151943-79152775	.
chr9:79226291-79521003	PRUNE2
chr9:79319442-79319942	.
chr9:79425205-79425705	.
chr9:79433041-79433686	.
chr9:79791676-79793612	.
chr9:79792360-80032399	VPS13A
chr9:80037994-80263232	GNA14
chr9:80048537-80049037	.
chr9:80071688-80072188	.
chr9:80072612-80073360	.
chr9:80121764-80122483	.
chr9:80127775-80128275	.
chr9:80129687-80130608	.
chr9:80149050-80149550	.
chr9:80177983-80178910	.
chr9:80213334-80213919	.
chr9:80262696-80264111	.
chr9:80288815-80289315	.
chr9:80322508-80323008	.
chr9:80328942-80329442	.
chr9:80331189-80646365	GNAQ
chr9:80332766-80333266	.
chr9:80334205-80334705	.
chr9:80335519-80336230	.
chr9:80366311-80366811	.
chr9:80367145-80367989	.
chr9:80385280-80385853	.
chr9:80387367-80388184	.
chr9:80447084-80448025	.
chr9:80461883-80462556	.
chr9:80462698-80463198	.
chr9:80463789-80464289	.
chr9:80531125-80531833	.
chr9:80567218-80568275	.
chr9:80621489-80622145	.
chr9:80630042-80630542	.
chr9:80630564-80631064	.
chr9:80636561-80637061	.
chr9:80637914-80638414	.
chr9:80644792-80645407	.
chr9:80645505-80646615	.
chr9:80646647-80647147	.
chr9:80647316-80647816	.
chr9:80650249-80650749	.
chr9:80828559-80829059	.
chr9:80850977-80881983	CEP78
chr9:80893252-80893752	.
chr9:80911670-80912385	.
chr9:80911990-80945009	PSAT1
chr9:80940081-80940680	.
chr9:8118269-8118769	.
chr9:81220393-81221097	.
chr9:81360233-81360733	.
chr9:82185034-82186937	.
chr9:82186687-82341796	TLE4
chr9:82192833-82193333	.
chr9:8230527-8231027	.
chr9:82342599-82343099	.
chr9:82350233-82350733	.
chr9:82356243-82356743	.
chr9:82356813-82357459	.
chr9:82378733-82379682	.
chr9:82383015-82383999	.
chr9:82643392-82644907	.
chr9:82664066-82664566	.
chr9:82676898-82677479	.
chr9:82772262-82772999	.
chr9:8314245-8733946	PTPRD
chr9:83263869-83264369	.
chr9:83406935-83408283	.
chr9:83412534-83413738	.
chr9:84004354-84004967	.
chr9:84137801-84138614	.
chr9:84172884-84173729	.
chr9:84174566-84175066	.
chr9:84177476-84178062	.
chr9:84198597-84304450	TLE1
chr9:84227715-84228971	.
chr9:84235667-84236167	.
chr9:84267147-84267647	.
chr9:84270734-84271234	.
chr9:84304627-84391814	LOC101927502
chr9:84413653-84414153	.
chr9:84444087-84445065	.
chr9:84448298-84448938	.
chr9:84457498-84458085	.
chr9:85103577-85104886	.
chr9:85814094-85814594	.
chr9:85857904-86153348	FRMD3
chr9:85881675-85882175	.
chr9:85919194-85920074	.
chr9:85949101-85949601	.
chr9:86037425-86037925	.
chr9:86046477-86047641	.
chr9:86056017-86056789	.
chr9:86059018-86059518	.
chr9:86063405-86063905	.
chr9:86064011-86064609	.
chr9:86124291-86124877	.
chr9:86237963-86259045	IDNK
chr9:86274877-86323168	UBQLN1
chr9:86322749-86328408	LOC105376114
chr9:86354335-86432752	GKAP1
chr9:86432097-86433182	.
chr9:86451614-86536380	KIF27
chr9:86535455-86536630	.
chr9:86550094-86550696	.
chr9:86552732-86553232	.
chr9:86553226-86571657	C9orf64
chr9:86570916-86572176	.
chr9:86573838-86574338	.
chr9:86579890-86580390	.
chr9:86582997-86595186	HNRNPK
chr9:86594075-86596326	.
chr9:86595636-86618987	RMI1
chr9:86669173-86669943	.
chr9:86736806-86737722	.
chr9:86737728-86738228	.
chr9:86754180-86754908	.
chr9:86755619-86756119	.
chr9:86785411-86786151	.
chr9:86787952-86788452	.
chr9:86796904-86797404	.
chr9:86875760-86876502	.
chr9:86886354-86887458	.
chr9:86898656-86899244	.
chr9:86930127-86930627	.
chr9:86986584-86987172	.
chr9:87011921-87012682	.
chr9:87050633-87051631	.
chr9:87086545-87087154	.
chr9:8724230-8725068	.
chr9:87282535-87283642	.
chr9:87284594-87641985	NTRK2
chr9:87317318-87318024	.
chr9:87318658-87319158	.
chr9:87323929-87324429	.
chr9:8732544-8733044	.
chr9:8733395-8734196	.
chr9:87384766-87385408	.
chr9:87396282-87396782	.
chr9:87436150-87436786	.
chr9:87438487-87438987	.
chr9:87466782-87467282	.
chr9:87550464-87550964	.
chr9:87568933-87569433	.
chr9:87842965-87843465	.
chr9:87882717-87883369	.
chr9:88137362-88137862	.
chr9:88161453-88356944	AGTPBP1
chr9:8816308-8816808	.
chr9:88224709-88225443	.
chr9:88355829-88357327	.
chr9:88419632-88421166	.
chr9:88420916-88457794	LOC389765
chr9:88555599-88556656	.
chr9:88556056-88637217	NAA35
chr9:8856427-8857357	.
chr9:8857569-8858749	.
chr9:8858017-8861727	PTPRD-AS1
chr9:8858880-8859380	.
chr9:88641057-88714510	GOLM1
chr9:88656014-88656514	.
chr9:88691910-88692621	.
chr9:88694944-88695444	.
chr9:88713965-88714760	.
chr9:88741712-88742775	.
chr9:88742454-88771987	LOC101927623
chr9:88879462-88897490	ISCA1
chr9:88902647-88969402	ZCCHC6
chr9:88913472-88914631	.
chr9:88968438-88970342	.
chr9:89020663-89021270	.
chr9:89038995-89039682	.
chr9:89069803-89070589	.
chr9:89101917-89102616	.
chr9:89115487-89116413	.
chr9:89199186-89199853	.
chr9:89200308-89201419	.
chr9:89370208-89370708	.
chr9:89409525-89410457	.
chr9:89410562-89411203	.
chr9:89422209-89422953	.
chr9:89559276-89562104	GAS1
chr9:89563612-89616948	GAS1RR
chr9:89586166-89587189	.
chr9:89593937-89594437	.
chr9:89598077-89599662	.
chr9:8961117-8961617	.
chr9:8963787-8964345	.
chr9:89648854-89649354	.
chr9:89649385-89649885	.
chr9:89677741-89679238	.
chr9:89680807-89681307	.
chr9:89684426-89685110	.
chr9:89686859-89687359	.
chr9:89688363-89689392	.
chr9:89720800-89721403	.
chr9:89723547-89724047	.
chr9:89730559-89731149	.
chr9:89734178-89734678	.
chr9:89775558-89776058	.
chr9:89816410-89816910	.
chr9:89870234-89870734	.
chr9:89882292-89882792	.
chr9:89884958-89885956	.
chr9:89900025-89900525	.
chr9:89951728-89953068	.
chr9:89965594-89966337	.
chr9:89968908-89969408	.
chr9:89995804-89996825	.
chr9:90020429-90022111	.
chr9:90065515-90066432	.
chr9:90078937-90079596	.
chr9:90112595-90323549	DAPK1
chr9:90131089-90131589	.
chr9:90133483-90134167	.
chr9:90134192-90134692	.
chr9:90162442-90162942	.
chr9:90167994-90168494	.
chr9:90169044-90169841	.
chr9:90169873-90170373	.
chr9:90183877-90184377	.
chr9:90184444-90185344	.
chr9:90185459-90185959	.
chr9:90191034-90191638	.
chr9:90193384-90193884	.
chr9:90196088-90197365	.
chr9:90207252-90208106	.
chr9:90211653-90212260	.
chr9:90214655-90216510	.
chr9:90222256-90222756	.
chr9:90225574-90226074	.
chr9:90228557-90229057	.
chr9:90250422-90251409	.
chr9:90255124-90255849	.
chr9:90258101-90258601	.
chr9:90259086-90259684	.
chr9:90263679-90264179	.
chr9:90271165-90271842	.
chr9:90277734-90278234	.
chr9:90282109-90282609	.
chr9:90286918-90287418	.
chr9:90288618-90289118	.
chr9:90289272-90289974	.
chr9:90299153-90299957	.
chr9:90318763-90319263	.
chr9:90319531-90320031	.
chr9:90328215-90329244	.
chr9:90329649-90330149	.
chr9:90340183-90341890	.
chr9:90340973-90346384	CTSL
chr9:90574957-90575560	.
chr9:90581358-90589695	CDK20
chr9:90681349-90692815	LOC102724156
chr9:90705097-90705692	.
chr9:90707799-90708299	.
chr9:9078290-9078790	.
chr9:90813313-90813876	.
chr9:90851678-90852576	.
chr9:91002118-91004483	.
chr9:91003296-91093622	SPIN1
chr9:91035109-91035609	.
chr9:91040434-91040934	.
chr9:91144854-91145449	.
chr9:91148458-91150434	.
chr9:91150015-91190704	NXNL2
chr9:91150797-91151297	.
chr9:91152090-91153173	.
chr9:91260422-91261164	.
chr9:91267073-91267573	.
chr9:91361160-91361774	.
chr9:91362621-91363121	.
chr9:91363464-91363964	.
chr9:91389803-91390609	.
chr9:91392113-91392850	.
chr9:91443217-91444026	.
chr9:91606323-91620069	S1PR3
chr9:91635954-91636570	.
chr9:91636795-91638203	.
chr9:91925002-91926359	.
chr9:91926109-91931618	CKS2
chr9:91932719-91934167	.
chr9:91933387-91974578	SECISBP2
chr9:91967303-91967803	.
chr9:91968917-91969417	.
chr9:91991691-91992191	.
chr9:91992151-92094611	SEMA4D
chr9:92002900-92003597	.
chr9:92092712-92093212	.
chr9:92111558-92112358	.
chr9:92112442-92113374	.
chr9:92120861-92121361	.
chr9:92163900-92164760	.
chr9:92219253-92220835	.
chr9:92219926-92221469	GADD45G
chr9:92221041-92222001	.
chr9:92249826-92250326	.
chr9:92254244-92254947	.
chr9:92254697-92334674	UNQ6494
chr9:92268948-92270463	.
chr9:92270475-92271701	.
chr9:92276580-92277627	.
chr9:92299428-92300249	.
chr9:92316050-92316550	.
chr9:92320937-92321437	.
chr9:92322088-92322588	.
chr9:92325511-92326011	.
chr9:92329173-92329673	.
chr9:92451643-92452330	.
chr9:92452899-92453399	.
chr9:92458352-92458852	.
chr9:92503778-92504768	.
chr9:92509259-92510143	.
chr9:92517668-92518168	.
chr9:92518429-92519459	.
chr9:92686099-92686857	.
chr9:92688755-92689398	.
chr9:92698044-92698544	.
chr9:92703990-92704490	.
chr9:92754723-92755615	.
chr9:92756293-92756793	.
chr9:92757164-92757850	.
chr9:92761939-92762994	.
chr9:92827158-92827658	.
chr9:92861576-92862076	.
chr9:92864466-92864966	.
chr9:92869269-92870618	.
chr9:93563961-93660842	SYK
chr9:93727271-93727771	.
chr9:93822617-93823656	.
chr9:93913091-93913835	.
chr9:93921944-93922444	.
chr9:93925430-93925930	.
chr9:93926906-93927406	.
chr9:93954664-93955164	.
chr9:93955177-93956881	.
chr9:93959417-93960566	.
chr9:93976096-94124206	AUH
chr9:93983620-93984120	.
chr9:94063252-94064007	.
chr9:94065050-94065550	.
chr9:94122067-94122567	.
chr9:94123956-94124524	.
chr9:94171326-94186908	NFIL3
chr9:94184153-94185865	.
chr9:94262653-94263436	.
chr9:94270373-94270873	.
chr9:94277192-94278063	.
chr9:94443933-94444590	.
chr9:94484877-94712444	ROR2
chr9:94491194-94491694	.
chr9:94491802-94492302	.
chr9:94496606-94497106	.
chr9:94502754-94503409	.
chr9:94508445-94509708	.
chr9:94533284-94533784	.
chr9:94537655-94538155	.
chr9:94543426-94543926	.
chr9:94562933-94563433	.
chr9:94565411-94566101	.
chr9:94579771-94580533	.
chr9:94586720-94587220	.
chr9:94587534-94588202	.
chr9:94600049-94601674	.
chr9:94605824-94606524	.
chr9:94609939-94610572	.
chr9:94626559-94627059	.
chr9:94627218-94627800	.
chr9:94651722-94652532	.
chr9:94658346-94659676	.
chr9:94707893-94708476	.
chr9:94708721-94709221	.
chr9:94710574-94713122	.
chr9:94716959-94717459	.
chr9:94793415-94877756	SPTLC1
chr9:94797912-94798808	.
chr9:94807843-94808744	.
chr9:94808783-94809441	.
chr9:94810946-94811446	.
chr9:94860141-94860757	.
chr9:94972489-95056038	IARS
chr9:95059639-95087876	NOL8
chr9:95087402-95088756	.
chr9:95087749-95377437	CENPP
chr9:95105082-95105838	.
chr9:95112091-95113095	.
chr9:95114726-95115226	.
chr9:95139728-95140228	.
chr9:95145552-95166981	OGN
chr9:95146996-95148083	.
chr9:95168832-95169332	.
chr9:95172567-95173197	.
chr9:95176526-95186836	OMD
chr9:95187556-95188667	.
chr9:95194502-95195091	.
chr9:95195236-95195909	.
chr9:95218488-95244844	ASPN
chr9:95225937-95226658	.
chr9:95242411-95243436	.
chr9:95251014-95251915	.
chr9:95257593-95298374	ECM2
chr9:95263931-95264431	.
chr9:95268313-95269100	.
chr9:95269214-95269714	.
chr9:95269985-95270725	.
chr9:95297076-95297576	.
chr9:95352418-95353145	.
chr9:95355702-95356202	.
chr9:95360566-95361066	.
chr9:95363158-95363903	.
chr9:95370786-95371592	.
chr9:95372576-95373458	.
chr9:95375133-95375633	.
chr9:95375465-95432547	IPPK
chr9:95376994-95377494	.
chr9:95378462-95379558	.
chr9:95380331-95382817	LOC100128361
chr9:95380769-95381520	.
chr9:95382746-95383246	.
chr9:95383423-95383923	.
chr9:95396611-95397843	.
chr9:95412898-95413618	.
chr9:95415946-95416446	.
chr9:95431857-95433272	.
chr9:95473644-95527083	BICD2
chr9:95477101-95478466	.
chr9:95500835-95501335	.
chr9:95502571-95503071	.
chr9:95512133-95512633	.
chr9:95525821-95526321	.
chr9:95526652-95528221	.
chr9:95607312-95640320	ZNF484
chr9:95716283-95716783	.
chr9:95719401-95719901	.
chr9:95736717-95798518	FGD3
chr9:95765948-95766945	.
chr9:95795735-95796235	.
chr9:95813717-95814454	.
chr9:95820969-95847418	SUSD3
chr9:95821537-95822648	.
chr9:95823040-95824621	.
chr9:95833778-95834278	.
chr9:95834457-95835310	.
chr9:95856977-95859203	.
chr9:95858404-95875577	CARD19
chr9:95860785-95861285	.
chr9:95871377-95871877	.
chr9:95878211-95878711	.
chr9:95882081-95883140	.
chr9:95883770-95896570	NINJ1
chr9:95889055-95889555	.
chr9:95894376-95897132	.
chr9:95898354-95898854	.
chr9:95921673-95922657	.
chr9:95923987-95924487	.
chr9:96208781-96213886	FAM120AOS
chr9:96213977-96328397	FAM120A
chr9:96215339-96216160	.
chr9:96231412-96231912	.
chr9:96235722-96236222	.
chr9:96242012-96242512	.
chr9:96273191-96274187	.
chr9:96274214-96275001	.
chr9:96275851-96276351	.
chr9:96328565-96329867	.
chr9:96338908-96441869	PHF2
chr9:96792773-96793662	.
chr9:96846710-96872138	PTPDC1
chr9:96897449-96897949	.
chr9:96901659-96902875	.
chr9:96919132-96919864	.
chr9:96928057-96928703	.
chr9:96928737-96929754	.
chr9:97021547-97064111	ZNF169
chr9:97136832-97223202	MFSD14B
chr9:97418215-97418935	.
chr9:97488950-97849500	C9orf3
chr9:97545139-97545914	.
chr9:97562047-97562863	.
chr9:97567696-97568442	.
chr9:97628172-97629903	.
chr9:97629982-97630779	.
chr9:97635172-97635919	.
chr9:97636268-97637543	.
chr9:97662544-97663721	.
chr9:97670145-97670843	.
chr9:97676433-97677402	.
chr9:97681431-97681931	.
chr9:97682557-97683275	.
chr9:97683312-97685558	.
chr9:97698617-97699117	.
chr9:97707540-97708500	.
chr9:97713176-97713676	.
chr9:97714585-97715595	.
chr9:97755369-97756503	.
chr9:97757879-97758975	.
chr9:97762948-97763932	.
chr9:97765884-97766762	.
chr9:97769817-97770920	.
chr9:97786438-97787151	.
chr9:97787909-97788481	.
chr9:97805965-97806586	.
chr9:97810375-97811551	.
chr9:97812011-97812511	.
chr9:97852567-97853067	.
chr9:97853797-97854709	.
